DAY,DEFI_TREASURY_INDEX,NON_DEFI_TREASURY_INDEX,SIRLOIN_INDEX,SOL_NORMALIZED_PRICE,SOL_DAILY_RETURN,WBTC_NORMALIZED_PRICE,WBTC_DAILY_RETURN,WETH_NORMALIZED_PRICE,WETH_DAILY_RETURN
2023-10-29 00:00:00.000,95.624105314,93.604217547,96.618114271,166.613129946,0.0114804018,111.21713282,0.007124722407,91.336750985,0.001116048767
2023-10-28 00:00:00.000,93.915436207,92.687701832,95.988977315,164.722054575,-0.01112051876,110.43034725,0.002919319292,91.234928356,0.001919303663
2023-10-27 00:00:00.000,93.513973064,92.81631791,96.12517028,166.574448859,0.007277039678,110.108904202,-0.01089823339,91.060156264,-0.01253681151
2023-10-26 00:00:00.000,96.748961966,93.759256975,96.769705701,165.371037259,-0.00246291468,111.322118633,0.0001553837432,92.21625406,0.009163888124
2023-10-25 00:00:00.000,96.483929616,93.038673627,96.225251285,165.779337624,0.02710749833,111.304823672,0.006984877508,91.378868334,-0.007951838199
2023-10-24 00:00:00.000,91.073192358,92.904931522,96.09938964,161.404076879,0.0444720285,110.532765842,0.1029685189,92.111322668,0.06719088129
2023-10-23 00:00:00.000,90.530637969,92.712471499,95.401527,154.531737064,0.03167754579,100.213890015,0.03203170332,86.31194689,0.03355257723
2023-10-22 00:00:00.000,84.754784631,88.719979518,92.131846472,149.786857042,0.02409554667,97.103499527,0.004329445962,83.509972102,0.01365762404
2023-10-21 00:00:00.000,84.287501277,87.673693481,90.945571149,146.262580214,0.07495691936,96.684907445,0.01253132477,82.384791592,0.009526406287
2023-10-20 00:00:00.000,82.922094241,86.951121165,90.114301754,136.063666906,0.09052646493,95.48831239,0.03292092051,81.607366661,0.02582955311
2023-10-19 00:00:00.000,79.445443252,85.48588568,88.819828346,124.768789463,0.0143432747,92.444939873,0.003043501845,79.552559598,-0.008658333729
