DAY,COMPOSITION_ETH,COMPOSITION_USDC,COMPOSITION_WETH,COMPOSITION_DPI,COMPOSITION_PAXG,COMPOSITION_RETH,COMPOSITION_SOL,COMPOSITION_WBTC,COMPOSITION_WSTETH
2023-07-09,0.0,0.20874284514337846,0.22619822841734186,0.020039134821142977,0.0,0.3095353565428912,0.19709574837870977,0.0,0.038388686696535786
2023-07-10,0.0,0.20922698106277077,0.22713471797122095,0.020254506803742925,0.0,0.31156301544549686,0.19319242400031209,0.0,0.038628354716456405
2023-07-11,0.0,0.20845968994323646,0.22814939862972808,0.020645058730331886,0.0,0.31475621101212503,0.18894777691552828,0.0,0.03904186476905019
2023-07-12,0.0,0.20773840015358588,0.22712157060439814,0.02035376424521574,0.0,0.3110980548360417,0.19507726705120418,0.0,0.03861094310955418
2023-07-13,0.0,0.0,0.0,0.08461570739746094,0.0,0.0,0.592846155166626,0.0,0.3225381672382355
2023-07-14,0.0,0.0,0.0,0.07773610142617007,0.0,0.0,0.6212348577249845,0.0,0.3010290408488454
2023-07-15,0.0,0.0,0.0,0.07427251910045601,0.0,0.0,0.6430060841381754,0.0,0.28272139676136865
2023-07-16,0.0,0.0,0.0,0.0771424050766866,0.0,0.0,0.6428505718968917,0.0,0.28000702302642183
2023-07-17,0.0,0.0,0.0,0.07926644397608103,0.0,0.0,0.6384961814505384,0.0,0.2822373745733805
2023-07-18,0.0,0.0,0.0,0.07874030567635722,0.0,0.0,0.6383232193555599,0.0,0.28293647496808283
2023-07-19,0.0,0.0,0.0,0.07972292640163219,0.0,0.0,0.6292920822826922,0.0,0.29098499131567557
2023-07-20,0.707025408744812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.292974591255188
2023-07-21,0.7067593928096173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29324060719038275
2023-07-22,0.70893968416959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29106031583041
2023-07-23,0.7074382882077086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29256171179229135
2023-07-24,0.7079973100882505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2920026899117495
2023-07-25,0.7052887032276446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2947112967723554
2023-07-26,0.708972025920398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.291027974079602
2023-07-27,0.4289849102497101,0.0,0.0,0.4289849102497101,0.14203019440174103,0.0,0.0,0.0,0.0
2023-07-28,0.42193209802440146,0.0,0.0,0.4367894431506718,0.14127845882492676,0.0,0.0,0.0,0.0
2023-07-29,0.4211639349237729,0.0,0.0,0.44000292262621815,0.13883314245000908,0.0,0.0,0.0,0.0
2023-07-30,0.4251105960354946,0.0,0.0,0.43505639482158714,0.13983300914291827,0.0,0.0,0.0,0.0
2023-07-31,0.42210046702175635,0.0,0.0,0.4375568441914252,0.14034268878681844,0.0,0.0,0.0,0.0
2023-08-01,0.4186289587244772,0.0,0.0,0.44119065683848363,0.14018038443703926,0.0,0.0,0.0,0.0
2023-08-02,0.4220244679818796,0.0,0.0,0.43747997842888814,0.1404955535892322,0.0,0.0,0.0,0.0
2023-08-03,0.22452399134635925,0.22452399134635925,0.03992050141096115,0.22452399134635925,0.003439921885728836,0.0,0.0034772553481161594,0.09408865123987198,0.18550164997577667
2023-08-04,0.22818700458634242,0.2282398963618313,0.040571787379726686,0.2161629947807346,0.0034696232226677725,0.0,0.003393703108368528,0.09382942477378954,0.1861455657865392
2023-08-05,0.2263190181608143,0.2282308900697978,0.04023965826386345,0.2187077409024921,0.0034825319996119736,0.0,0.0034395693243638105,0.09367946065823092,0.1859011306208256
2023-08-06,0.2285332772285191,0.2290907392697783,0.04063335486486581,0.21607676587305066,0.0034989356813490634,0.0,0.0033699701719779184,0.09334955230033258,0.1854474046101266
2023-08-07,0.2273309624090882,0.22905496085218335,0.04041958256303875,0.21747348883951964,0.003493438875355984,0.0,0.0034192883075729492,0.09327404986227117,0.18553422829097005
2023-08-08,0.22639819091590793,0.22821255558242218,0.040253735227587795,0.2191239348826484,0.00348751395559404,0.0,0.0034352842933690598,0.09346402643381567,0.18562475870865483
2023-08-09,0.22750723677203258,0.2253060720603855,0.0404509242513476,0.21978546251026046,0.0034376136828874774,0.0,0.003574320822307911,0.09459941011522065,0.18533895978555776
2023-08-10,0.399599552154541,0.04768833518028259,0.399599552154541,0.005413861945271492,0.0,0.0413263775408268,0.0,0.10637231916189194,0.0
2023-08-11,0.3999163689648602,0.047911636745616985,0.3999163689648602,0.0054246827929099566,0.0,0.04136665555001889,0.0,0.10546428698173377,0.0
2023-08-12,0.4001033008445062,0.04800543616323917,0.4001033008445062,0.005374521856162263,0.0,0.04122007644008897,0.0,0.10519336385149723,0.0
2023-08-13,0.40026491231140227,0.04796589337805487,0.40026491231140227,0.00527136424639719,0.0,0.04119156940944342,0.0,0.10504134834329992,0.0
2023-08-14,0.39980318629210426,0.04813905743356997,0.39980318629210426,0.005298814068994776,0.0,0.04147499482314545,0.0,0.10548076109008134,0.0
2023-08-15,0.3998112626046341,0.04803800905614759,0.3998112626046341,0.005430166739151734,0.0,0.04129092345282628,0.0,0.10561837554260615,0.0
2023-08-16,0.3994461794337644,0.04840373440815358,0.3994461794337644,0.005441192646279478,0.0,0.041390112061445127,0.0,0.10587260201659295,0.0
2023-08-17,0.18198922276496887,0.18198922276496887,0.16092486679553986,0.10550883412361145,0.0,0.0,0.09182852506637573,0.16261495649814606,0.11514443904161453
2023-08-18,0.17660363770772794,0.1883078429827395,0.15616263667671676,0.1043573445307936,0.0,0.0,0.09107490426853797,0.16599873778441737,0.11749489604906684
2023-08-19,0.17657091037854364,0.1920758794124702,0.15613369737465513,0.10609794160554593,0.0,0.0,0.10006123167646666,0.15672260346223443,0.11233773609008393
2023-08-20,0.17948307473237524,0.19418997470178107,0.15870879305123975,0.10754421105111002,0.0,0.0,0.09005533901397438,0.15630632984701406,0.11371227760250553
2023-08-21,0.18095942485212377,0.19432134984098606,0.16001426291783147,0.10507009673630661,0.0,0.0,0.08938347099806639,0.1565816437072695,0.11366975094741608
2023-08-22,0.18001027243615464,0.19509449282221789,0.15917497021803376,0.10609817559832174,0.0,0.0,0.08862273706030485,0.1571374892860965,0.11386186257887075
2023-08-23,0.17914527976699957,0.19881791422809916,0.1584100961889674,0.10251200881622345,0.0,0.0,0.08746925969213899,0.159069639040956,0.11457580226661548
2023-08-24,0.025192733854055405,0.18471267819404602,0.0409991480410099,0.020699676126241684,0.1742577850818634,0.18471267819404602,0.0,0.18471267819404602,0.18471267819404602
2023-08-25,0.024896605697905416,0.1854254914127483,0.0405172232851085,0.02070816063747129,0.17482756186084203,0.18422455969035964,0.0,0.18455911396628827,0.18484128344927644
2023-08-26,0.025086330948342332,0.1869585586651372,0.04082598587017938,0.020670227314357838,0.17584040385922953,0.18319411712653288,0.0,0.18346386409994472,0.1839605121162762
2023-08-27,0.025017662000818595,0.18736791968514482,0.040714232681277544,0.02099385814154313,0.1758150959705806,0.18304905786738287,0.0,0.18325769214591583,0.18378448150733667
2023-08-28,0.025178258400216293,0.18693083603939514,0.04097559040417904,0.021622436263561674,0.17556536326237504,0.18258295220817575,0.0,0.183416484044872,0.18372807937722516
2023-08-29,0.025131155629290275,0.18713076748506513,0.04089893443307542,0.020815901052029576,0.17592983705260817,0.1826944879058693,0.0,0.18353622287750207,0.18386269356456006
2023-08-30,0.025306998282638295,0.18077865645544747,0.04118510420799165,0.02085337754801292,0.17080462461836166,0.18520436899488096,0.0,0.1894440123908125,0.18642285750185458
2023-08-31,0.0,0.0,0.0,0.40570321679115295,0.0,0.3320843577384949,0.0,0.26221245527267456,0.0
2023-09-01,0.0,0.0,0.0,0.39205968986013623,0.0,0.3401634904186231,0.0,0.26777681972124057,0.0
2023-09-02,0.0,0.0,0.0,0.4064861738069617,0.0,0.33617531491875197,0.0,0.25733851127428636,0.0
2023-09-03,0.0,0.0,0.0,0.4024167598048432,0.0,0.33580420368381636,0.0,0.2617790365113404,0.0
2023-09-04,0.0,0.0,0.0,0.400438377090508,0.0,0.3365668005248936,0.0,0.2629948223845985,0.0
2023-09-05,0.0,0.0,0.0,0.39902488341499087,0.0,0.3372107524366441,0.0,0.2637643641483651,0.0
2023-09-06,0.0,0.0,0.0,0.4068121702198532,0.0,0.3337327543693541,0.0,0.25945507541079266,0.0
2023-09-07,0.1559905707836151,0.19514907896518707,0.0,0.19514907896518707,0.11219800263643265,0.0,0.14636412262916565,0.19514907896518707,0.0
2023-09-08,0.15727503578648502,0.1950312345128447,0.0,0.19460084417203083,0.1119821576731745,0.0,0.14408850467971165,0.1970222231757533,0.0
2023-09-09,0.15587855557913952,0.194370625089736,0.0,0.19624344924259382,0.11159579775023504,0.0,0.14418255761665272,0.19772901472164284,0.0
2023-09-10,0.15602124523536762,0.1948792266571371,0.0,0.20017044184996408,0.11150449421579353,0.0,0.14241612548305557,0.19500846655868204,0.0
2023-09-11,0.15731233196000335,0.19855267388049785,0.0,0.18875836242651908,0.1134525703748702,0.0,0.14346736502828603,0.19845669632982346,0.0
2023-09-12,0.15166915067101225,0.19990931404840695,0.0,0.19679487303131088,0.11458154644031669,0.0,0.13765615899700231,0.199388956811951,0.0
2023-09-13,0.15471401931296327,0.19847356037501715,0.0,0.19525552558656978,0.11375538399686513,0.0,0.1375249746736071,0.20027653605497758,0.0
2023-09-14,0.0,0.26737573742866516,0.24811238050460815,0.0,0.0,0.0,0.0,0.12189186364412308,0.3626199960708618
2023-09-15,0.0,0.26457014813190727,0.24878316581639337,0.0,0.0,0.0,0.0,0.12262940195889355,0.36401728409280576
2023-09-16,0.0,0.26450660070803944,0.2507124504273743,0.0,0.0,0.0,0.0,0.12183529680341475,0.36294565206117135
2023-09-17,0.0,0.2635412548785551,0.24882710149711845,0.0,0.0,0.0,0.0,0.12240355078925107,0.3652280928350753
2023-09-18,0.0,0.2651426715927119,0.24776308199750693,0.0,0.0,0.0,0.0,0.12234613869450257,0.36474810771527855
2023-09-19,0.0,0.26152716824927214,0.24734878341381336,0.0,0.0,0.0,0.0,0.12418413179347813,0.3669399165434364
2023-09-20,0.0,0.262349716326095,0.24881128591249388,0.0,0.0,0.0,0.0,0.12405630581103932,0.36478269195037194
2023-09-21,0.5534836649894714,0.0,0.0,0.03555755317211151,0.10989788174629211,0.0,0.0,0.3010609447956085,0.0
2023-09-22,0.5489777807477962,0.0,0.0,0.03696895272958484,0.11095110944333306,0.0,0.0,0.30310215707928595,0.0
2023-09-23,0.5546695662137082,0.0,0.0,0.034692782355210186,0.11107271039054531,0.0,0.0,0.2995649410405362,0.0
2023-09-24,0.5535364400076829,0.0,0.0,0.03687263959731631,0.11087301145866739,0.0,0.0,0.29871790893633343,0.0
2023-09-25,0.5524124176644963,0.0,0.0,0.03659860271502486,0.11120363718485618,0.0,0.0,0.29978534243562266,0.0
2023-09-26,0.5545585111209066,0.0,0.0,0.034770658686929426,0.11163182977648131,0.0,0.0,0.29903900041568265,0.0
2023-09-27,0.5566215049903148,0.0,0.0,0.03441758171431838,0.11133064876765565,0.0,0.0,0.2976302645277111,0.0
2023-09-28,0.0,0.18428929150104523,0.13304607570171356,0.18428929150104523,0.0986710786819458,0.083048976957798,0.1324809193611145,0.18417440354824066,0.0
2023-09-29,0.0,0.1788211340659246,0.13377292645893102,0.19796626225609862,0.09482920132176421,0.08196446017801097,0.1314565843909295,0.18118943132834098,0.0
